cricsheet_id,cricinfo_id,name,full_name,country,dob,batting_style,bowling_style,playing_role
879aedd7,699691,,Dustin R Melton,South Africa,9231.0,Right hand Bat,Right arm Fast,Bowler
06adaa46,328679,,Duvvarapu Siva Kumar,United States of America,7346.0,Right hand Bat,Right arm Fast medium,
11614d87,327830,,Dwaine Pretorius,South Africa,7027.0,Right hand Bat,Right arm Medium fast,Bowling Allrounder
b720a5d6,237701,,Dwaraka Bhamidipati Ravi Teja,India,6456.0,Right hand Bat,Legbreak Googly,Batter
87e562a9,51439,,Dwayne John Bravo,West Indies,5027.0,Right hand Bat,Right arm Medium,Allrounder
35205dfc,53118,,Dwayne Romel Smith,West Indies,4849.0,Right hand Bat,Right arm Medium,Allrounder
224a9f5e,252863,,Dwight Glenroy Wheatley,Bahamas,-13.0,Right hand Bat,Slow Left arm Orthodox,Allrounder
30e48600,53355,,Dwight Marlon Washington,West Indies,4811.0,Right hand Bat,Right arm Fast,Bowler
04539335,499952,,Dwight Wheatley,Bahamas,9846.0,Right hand Bat,,
cfcf189f,596416,,Dylan Alexander Blignaut,Germany,9228.0,Right hand Bat,Right arm Medium,
0d37dea9,764321,,Dylan Evers Budge,Scotland,9384.0,Right hand Bat,Right arm Medium,Allrounder
5ad111e6,1404250,Dylan Hunter,Dylan J Hunter,New Zealand,8757.0,Left-hand bat,Slow left-arm orthodox,
6f0111a6,1392893,Dylan Lues,Dylan Lues,Ireland,11396.0,Right-hand bat,Right-arm offbreak,
e28bb0b9,1256933,,Dylan Otto Leicher,Namibia,12541.0,Right hand Bat,Right arm Medium,
ff2b190e,1314056,,Dylan Steyn,Czech Republic,9345.0,Left hand Bat,,
d5765b55,594997,,Dyllan Sam Matthews,South Africa,9965.0,Right hand Bat,Legbreak,
c4a8603e,294855,,E Dindar,South Africa,,,,
415c9efb,1345478,,E Wolland,New Zealand,,,,
2c33efba,834743,,Eamonn M Vines,Australia,8782.0,,,
3f2996c9,45688,,Earl Charles Hendrikse,South Africa,-995.0,,,
b2cdecb5,52512,,Easton Dudley Ashton St John McMorris,West Indies,-12691.0,Right hand Bat,Right arm Offbreak,
28d6c44d,698343,,Eathan Bosch,South Africa,10343.0,Right hand Bat,Right arm Fast,Bowler
cb5100f1,932355,,Ebadot Hossain Chowdhury,Bangladesh,8772.0,Right hand Bat,Right arm Fast medium,Bowler
1fb4d3ee,698265,,Eben van Wyk,Namibia,10669.0,Right hand Bat,Right arm Medium,
cd2ad878,1336105,Ebony Hoskin,Ebony Hoskin,Australia,12134.0,Right-hand bat,Right-arm medium-fast,
51fecaba,53893,,Ebony-Jewel Cora-Lee Rosamond Camellia Rainford-Brent,England,5112.0,Right hand Bat,Right arm Fast medium,
671bfe25,295055,,Ebrahim Mohamed,South Africa,,,,
b40ecbda,30908,,Ebrahim Suleman Maka,India,-17469.0,Right hand Bat,,
a7bc76a0,46149,,Eddie Leie,South Africa,6163.0,Right hand Bat,Legbreak,Bowler
7c84a8d5,55267,,,Zimbabwe,-2494.0,Right hand Bat,Right arm Fast medium,Allrounder
79ff52b5,1158510,,Edelle van Zyl,Namibia,12383.0,Right hand Bat,,
dadccb0e,661791,,Edelyn Glendeen Turtin,West Indies,9389.0,Right hand Bat,Right arm Offbreak,
7693851c,1169661,,Eden Jean Carson,New Zealand,11542.0,Right hand Bat,Right arm Offbreak,Bowler
994d9d36,393273,,Eden Ruben Links,South Africa,7023.0,Right hand Bat,Right arm Offbreak,
83ca2482,1140115,,Edenyce Eduard Krismartini,Indonesia,9571.0,Right hand Bat,Right arm Medium,
c76cb6f3,6555,,Edgar Arthur McDonald,Australia,-28849.0,Right hand Bat,Right arm Fast,
c93c64e2,44045,,Edgar John Barlow,South Africa,-10734.0,Right hand Bat,Right arm Medium,Allrounder
dc27acfc,37717,,Edgar Milton Meuli,New Zealand,-16021.0,Right hand Bat,Legbreak,
8b5510bc,6530,,Edgar Richard Mayne,Australia,-31959.0,Right hand Bat,Right arm Bowler,
cefe0886,24943,,Edgar Schiferli,Netherlands,2328.0,Right hand Bat,Right arm Medium fast,Bowler
dd3d8696,15882,,Edgar Thomas Killick,England,-22883.0,Right hand Bat,,
6ee9fbb9,1409896,Edi Agustinus,Edi Agustinus,Indonesia,7529.0,Right-hand bat,Right-arm medium,
ec691a5b,1321016,,Edirisooriya Mohottilage Kaushini Nuthyanga Heram Senavirathna,Sri Lanka,11904.0,Right hand Bat,,Middle order Batter
edc9d57f,49350,,Ediriweera Jayasooriya Arukattu Patabendige Asanga Miunil Jayasooriya,Sri Lanka,635.0,Right hand Bat,Right arm Bowler,
1e4c0204,1119433,,Edith Waithaka,Kenya,11160.0,Right hand Bat,Slow Left arm Orthodox,
4a2159dc,1155543,,Edmond Ernest,Sierra Leone,12370.0,Right hand Bat,Right arm Medium,
a48fc79d,24249,,Edmund Christopher Joyce,Ireland,3186.0,Left hand Bat,Right arm Medium,Top order Batter
d510d457,300073,,Edmund James Holden Eckersley,England,7160.0,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter
03b9ec54,1204626,,Edmund Packard,Gibraltar,4131.0,Right hand Bat,Right arm Medium,
1e55a4ee,18487,,Edmund Peate,England,-41943.0,Left hand Bat,Slow Left arm Orthodox,
fd6e58a0,16235,,Edric Leadbeater,England,-15480.0,Right hand Bat,Legbreak Googly,
c1b74851,1284531,,Edson Daisy Silva,Kuwait,6302.0,Right hand Bat,,Batting Allrounder
ae71e419,52633,,Edward Albert Nicholls,West Indies,-8058.0,Right hand Bat,Right arm Offbreak,
cfe3afee,47689,,Edward Alexander van der Merwe,South Africa,-24160.0,Right hand Bat,,
fec369cd,1022671,,Edward Barnes,England,10191.0,Right hand Bat,Right arm Fast medium,Bowler
e141fddd,1156469,,Edward Barrie Knowles,Czech Republic,4400.0,Right hand Bat,Right arm Medium,
f771a151,55740,,Edward Charles Rainsford,Zimbabwe,5461.0,Right hand Bat,Right arm Fast medium,Bowler
36f55260,14152,,Edward Ernest Hemmings,England,-7620.0,Right hand Bat,Right arm Offbreak,Allrounder
0ec32cba,21639,,Edward Ferdinando Sutton Tylecote,England,-44021.0,Right hand Bat,,
68019a70,1156492,,Edward Forrest Beard,Isle of Man,11334.0,Right hand Bat,,
9adb9f71,1403942,Edward Taylor,Edward Gareth Taylor,Chile,5172.0,Right-hand bat,Legbreak,
cf553c9e,8565,,Edward George Arnold,England,-34022.0,Right hand Bat,Right arm Medium fast,
a510bdd3,578769,,Edward George Barnard,England,9454.0,Right hand Bat,Right arm Fast medium,Bowling Allrounder
0e9e2972,369355,,Edward George Christopher Young,England,7080.0,Right hand Bat,Slow Left arm Orthodox,
471e1bc8,22548,,Edward George Wynyard,England,-39721.0,Right hand Bat,,
18f0af72,9184,,Edward Henry Bowley,England,-29063.0,Right hand Bat,Legbreak,
9e1b7792,596371,,Edward James Byrom,Zimbabwe,10029.0,Left hand Bat,Legbreak,Batter
f9511fc7,5433,,Edward James Gregory,Australia,-47699.0,Right hand Bat,,
fee3c48a,4531,,Edward James McKenzie Cowan,Australia,4549.0,Left hand Bat,Legbreak,Opening Batter
c9bb898a,547758,,Edward James Nuttall,New Zealand,8596.0,Left hand Bat,Left arm Medium fast,
49dfe4a4,364302,,Edward James Richardson,Ireland,7507.0,Right hand Bat,Right arm Medium,Bowler
e2f677bf,303870,,Edward John Farley,Jersey,6498.0,Right hand Bat,,Wicketkeeper
d6663a9a,760015,,Edward John Pollock,England,9321.0,Left hand Bat,Right arm Offbreak,Opening Batter
aa5b897b,3931,,Edward Lambert a'Beckett,Australia,-22789.0,Right hand Bat,Right arm Fast medium,
9705a0ee,51215,,Edward Lawson Bartlett,West Indies,-23308.0,Right hand Bat,,
4bec0b25,52058,,Edward Lisle Goldsworthy Hoad,West Indies,-27000.0,Right hand Bat,Legbreak Googly,
6ca6d885,481975,,Edward Michael Moore,South Africa,8476.0,Left hand Bat,Right arm Offbreak,
b1ebe788,13420,,Edward Mills Grace,England,-46785.0,Right hand Bat,,
660538af,1144683,,Edward Owen Leonard,England,11914.0,Right hand Bat,Right arm Medium,
90a4c6e1,18475,,Edward Paynter,England,-24894.0,Left hand Bat,Right arm Medium,
c794ef74,11886,,Edward Ralph Dexter,England,-12650.0,Right hand Bat,Right arm Medium,Allrounder
dca56079,45080,,Edward Russell Henry Fuller,South Africa,-14032.0,Right hand Bat,Right arm Fast medium,
4ae00963,46577,,Edward Serrurier Newson,South Africa,-21580.0,Right hand Bat,Right arm Fast,
fb13dea6,13362,,Edward Simon Hunter Giddins,England,565.0,Right hand Bat,Right arm Fast medium,Bowler
a4ce5ffb,20242,,Edward Thomas Smith,England,2756.0,Right hand Bat,Right arm Medium fast,
c31987bb,20776,,Edward Thornhill Beckett Simpson,England,-37557.0,Right hand Bat,,
44e7cdac,1440983,Edward Van Reenen,Edward Van Reenen,Serbia,4040.0,Right-hand bat,Right-arm offbreak,
52912da9,1268580,Eddie Jack,Edward Vaughan Jack,England,13035.0,Left-hand bat,Right-arm medium-fast,
605c9b3d,22258,,Edward Wainwright,England,-38253.0,Right hand Bat,Right arm Slow,
b312a9c1,1230026,,Edward Walker,Isle of Man,11710.0,Right hand Bat,Right arm Medium,
b36ece86,11843,,Edward William Dawson,England,-24064.0,Right hand Bat,,
adaf51be,1158590,Ed Middleton,Edward William Osborne Middleton,England,11319.0,Right-hand bat,Legbreak,
df99453a,10739,,Edward Winchester Clark,England,-24617.0,Left hand Bat,Left arm Fast,
8c03f3b8,1228989,Edwige Guehoada,Edwige Guehoada,Cameroon,11245.0,Right-hand bat,Left-arm medium,
7004d9d4,5143,,Edwin Evans,Australia,-44110.0,Right hand Bat,Right arm Slow,
311233d0,37709,,Edwin George McLeod,New Zealand,-25281.0,Left hand Bat,Legbreak,
8dc44d8e,1098188,,Edwin Henry Taylor Moulton,England,10699.0,Right hand Bat,Right arm Medium,
1e6c8e4f,4245,,Edwin James Kenneth Burn,Australia,-39187.0,Right hand Bat,Right arm Medium,
98cc164e,21641,,Edwin James Tyler,England,-38430.0,Left hand Bat,Slow Left arm Orthodox,
2192ee42,52950,,Edwin Lloyd St Hill,West Indies,-24039.0,Right hand Bat,Right arm Medium,
be24f868,332586,,Edwin Seah,Malaysia,-1228.0,,,
37c085d2,1429998,Egelin Ellermaa,Egelin Ellermaa,Estonia,9252.0,Right-hand bat,,
210b05cb,547092,,Ehsan Adil,Pakistan,8474.0,Right hand Bat,Right arm Fast medium,Bowler
d3851cd8,40082,,Ehsan Khan,Hong Kong,5474.0,Right hand Bat,Right arm Offbreak,Bowler
70456281,718553,,Ehsan Nawaz,Hong Kong,9210.0,Right hand Bat,Right arm Fast medium,Bowler
688b2d58,55880,,Ehsanul Haque,Bangladesh,3621.0,Right hand Bat,Right arm Offbreak,
17ac8660,40067,,Ehteshamuddin,Pakistan,-7059.0,Right hand Bat,Right arm Fast medium,
3559290a,467851,,Ehtsham Ul Haq,Norway,4602.0,Right hand Bat,Right arm Offbreak,
50ee0500,54945,,Eimear Ann Jermyn Richardson,Ireland,6100.0,Right hand Bat,Right arm Offbreak,Allrounder
6d25efd7,52300,,Eion Katchay,Canada,2898.0,Right hand Bat,Right arm Fast medium,Bowler
c68b8478,1447750,Eirini Tzanavari,Eirini Tzanavari,Greece,9212.0,Right-hand bat,Right-arm medium,
41acc8bf,1046629,,Eitamar Kahamker,Israel,8236.0,,,
d7626567,46594,,Eiulf Peter Nupen,South Africa,-24837.0,Right hand Bat,Right arm Fast medium,
d3f1ae3d,48781,,Ekanayake Mudiyanselage Dushantha Ekanayake,Sri Lanka,-207.0,Right hand Bat,Right arm Fast medium,
82585454,1319840,Ekansh Singh,Ekansh Singh,England,13345.0,Right-hand bat,Right-arm medium,
8a0ae9da,977815,,Ekant Sen,India,9302.0,Right hand Bat,Right arm Medium,Middle order Batter
c7859708,1394094,Ekaterina Bogdanova,Ekaterina Bogdanova,Sweden,7120.0,Right-hand bat,,
5d6064b0,520046,Ekhpelwak Kuchey,Ekhpelwak Kuchey,Finland,5206.0,Right-hand bat,Legbreak googly,
b274dbbd,340841,,Eklavya Rakesh Dwivedi,India,6777.0,Right hand Bat,,Wicketkeeper
b5d883fc,34085,,Eknath Dhondu Solkar,India,-7959.0,Left hand Bat,"Left arm Medium, Slow Left arm Orthodox",Allrounder
84085032,706341,,Eknath Dinesh Kerkar,India,8653.0,Right hand Bat,,Wicketkeeper Batter
705489eb,442048,,Ekta Bisht,India,5882.0,Left hand Bat,Slow Left arm Orthodox,Bowler
422086d2,257508,,Elaine Mary Hannah Nolan,Ireland,4142.0,Right hand Bat,Right arm Medium,
bb939fa3,1321181,,Elan Talker,Israel,8729.0,Right hand Bat,Right arm Medium,
9b50c645,1456699,Elangovan Rajvengadesh,Elangovan Rajvengadesh,Singapore,4727.0,,,
5a22d91c,304735,,Eldeniya Medagedara Dilshan Yasika Munaweera,Sri Lanka,7053.0,Right hand Bat,Right arm Offbreak,Opening Batter
e00acf74,1386554,,Eldhose Mathew,Malta,8926.0,Right hand Bat,Right arm Medium,
4e13c94d,51211,,Eldine Ashworth Elderfield Baptiste,West Indies,-3582.0,Right hand Bat,Right arm Fast medium,Bowling Allrounder
a0936692,601150,,Eldred Lockwood Hawken,South Africa,7061.0,Right hand Bat,Right arm Fast,Bowler
c66c73f9,878035,,Eleanor Threlkeld,England,10546.0,Right hand Bat,,Wicketkeeper Batter
b97f21d8,526972,,Elena Joy Tice,Ireland,10181.0,Right hand Bat,Legbreak,
95c5ce07,568165,Elena Kusuda-Nairn,Elena Kusuda-Nairn,Japan,9043.0,Right-hand bat,Right-arm medium,
3375c3da,1331990,,Elena Predescu,Romania,12937.0,Right hand Bat,Right arm Medium fast,
6153ce0d,792661,Elena Prokic,Elena Prokic,Serbia,14029.0,Right-hand bat,Right-arm medium,
1000a117,1034919,,Eleni Tasha Vaaetasi Vaaetasi,Samoa,11509.0,Right hand Bat,Right arm Medium,
cf4f8ce0,1428854,Elian Cruz,Elian Cruz Rugama,Costa Rica,13298.0,Right-hand bat,,
f74a1394,1320553,,Elias Hasan,Estonia,10215.0,Right hand Bat,Right arm Medium,
2c095a8c,14158,,Elias Henry Hendren,England,-29549.0,Right hand Bat,Right arm Slow,
d11272c4,467817,,Eliezar Samson,Israel,5613.0,Right hand Bat,Right arm Medium fast,
c57fa67e,293031,,Elijah Otieno Asoyo,Kenya,6576.0,Right hand Bat,Right arm Medium fast,Bowler
6b46ce43,526468,,Eliot JB Miles,Jersey,10038.0,Right hand Bat,Slow Left arm Orthodox,
9877d487,961313,Elise Millington,Elise Millington,Guernsey,13594.0,Right-hand bat,Right-arm medium,
87521e16,515886,,Elisio Acacio Chitsondzo,Mozambique,7202.0,,,
be592751,1137543,Eliz-Mari Marx,Eliz-Mari Marx,South Africa,12072.0,Right-hand bat,Right-arm medium,
708584cf,874259,,Elizabeth Ann Russell,England,8907.0,Left hand Bat,Right arm Medium,Bowler
c3c905ae,1429981,Elizabeth Ferrary,Elizabeth Anne Sylvia Ferrary,Gibraltar,9028.0,Right-hand bat,Right-arm medium,
8d59f15d,1307968,Elizabeth Annor,Elizabeth Annor,Ghana,8921.0,Right-hand bat,Right-arm medium-fast,
971e4db1,1072664,Elizabeth French,Elizabeth Baby French,Sierra Leone,-2118.0,,,
e23c041b,1352227,,Elizabeth Buchanan,New Zealand,,,,
0de3060f,54452,,Elizabeth Cecilia Perry,New Zealand,6534.0,Right hand Bat,Right arm Medium,
99a7d99f,324242,,Elizabeth Charlotte Rae,New Zealand,7231.0,Right hand Bat,Right arm Medium,
44effcc9,54344,,Elizabeth Jessica Scurr,New Zealand,4954.0,Right hand Bat,Right arm Offbreak,
b26dafe7,471375,,Elizabeth M Priddle,Scotland,8720.0,Right hand Bat,Right arm Medium fast,
e842806f,338339,Ella Briscoe,Ella Briscoe,Australia,13028.0,Right-hand bat,Right-arm medium-fast,
d8c6a647,1100293,,Ella C Claridge,England,,Right hand Bat,Right arm Medium,Allrounder
faacb85b,885989,,Ella Freya Telford,England,10686.0,,,
02e96b8c,945043,,Ella Lauren Brown,New Zealand,10508.0,Right hand Bat,Right arm Medium,
eacd9bb1,1236786,,Ella Leigh Hayward,Australia,12303.0,Right hand Bat,Right arm Offbreak,Allrounder
ed2711ea,1146700,,Ella May McCaughan,England,11956.0,Right hand Bat,Legbreak,Opening Batter
9b24ec03,1052153,,Ella Reseigh Chandler,England,11249.0,Right hand Bat,Right arm Offbreak,Batter
3959c505,1453240,Ella Ungerman,Ella Ungerman,Singapore,14256.0,Right-hand bat,Right-arm medium,
9c94176e,1344440,,Ellan Cleator,Isle of Man,9213.0,Right hand Bat,,
dc63f509,48456,,Ellawalakankanamge Asoka Ranjit de Silva,Sri Lanka,-5027.0,Left hand Bat,Legbreak Googly,Bowler
7572bf45,50460,,Elle Hennadige Shadeep Nadeeja Silva,United Arab Emirates,3151.0,Left hand Bat,Slow Left arm Orthodox,Bowler
48b4f274,48803,,Ellekutige Rufus Nemesion Susil Fernando,Sri Lanka,-5127.0,Right hand Bat,,
b3cd0cf9,1179493,,Ellen Gare,Botswana,,,,
45dd7433,1097998,,Ellen Lily Watson,Scotland,11026.0,Right hand Bat,,
0207451a,1307970,Ellen Asante,Ellen Otu Asante,Ghana,9143.0,Right-hand bat,Right-arm medium-fast,
5f86ce69,1185631,,Ellie Anderson,England,12355.0,Right hand Bat,Right arm Fast medium,
be50addf,1128749,,Ellie Falconer,Australia,10837.0,Right hand Bat,Right arm Medium,Bowler
3785e30d,1249772,,Ellie Renee Johnston,Australia,12081.0,Right hand Bat,Legbreak,Allrounder
2b22e709,1288465,,Elligaram Nagaraj Sanketh,India,10872.0,Left hand Bat,Left arm Medium,
5528eb19,976345,Elliott Santner,Elliot Harvey Santner,New Zealand,9520.0,Right-hand bat,Legbreak,
d8344d45,437449,,Elliot Kent Opie,Australia,7775.0,Right hand Bat,Right arm Fast medium,
8e4ef717,643427,,Elliot Owen Hooper,England,9577.0,Left hand Bat,Slow Left arm Orthodox,
2d9002a1,959645,Ell Herd,Elliott Robert Samuel Herd,New Zealand,8102.0,Right-hand bat,Right-arm offbreak,
9bc12865,51098,,Ellis Edgar Achong,West Indies,-24061.0,Left hand Bat,Slow Left arm Orthodox,
be150fc8,275487,,Ellyse Alexandra Perry,Australia,7611.0,Right hand Bat,Right arm Fast medium,Allrounder
e6ddab51,552881,,Elmore Howard Hutchinson,United States of America,4605.0,Right hand Bat,Left arm Fast medium,
e56988a1,1450332,Eloise Du Plooy,Eloise Du Plooy,Namibia,9633.0,,,
d8d43840,1169355,,Eloise Sheridan,Australia,5724.0,,,
0680ff7f,1451265,Elpida Kallous,Elpida Kallous,Greece,14519.0,Right-hand bat,Right-arm medium,
73ffa4e2,53227,,Elquemedo Tonito Willett,West Indies,-6089.0,Left hand Bat,Slow Left arm Orthodox,
88005efc,498782,,Elriesa Theunissen-Fourie,South Africa,8522.0,Right hand Bat,Right arm Medium,
8a91d0f1,1276645,Elsa Kana,Elsa Garcia Souna Kana,Cameroon,10549.0,Right-hand bat,Right-arm medium-fast,
686b7194,1171524,,Elsa Hunter,Malaysia,12834.0,Right hand Bat,Right arm Medium,Top order Batter
45cb4feb,1344446,,Elsa Thelander,Sweden,13800.0,Right hand Bat,,
4f88a917,1037327,,Elspeth Marinha C Fowler,Spain,8261.0,Right hand Bat,Right arm Medium,
d2babdd5,55343,,Elton Chigumbura,Zimbabwe,5916.0,Right hand Bat,Right arm Fast medium,Allrounder
1486e3fd,878069,,Elysa Kyra Hubbard,Hong Kong,7958.0,Right hand Bat,Right arm Medium,
cde96d97,275442,,Elyse Jane Villani,Australia,7218.0,Right hand Bat,Right arm Fast medium,Middle order Batter
e0846ba7,55217,,Ema Kuribayashi,Japan,5026.0,Left hand Bat,Right arm Medium fast,
81d5afce,1306456,,Emaan Ejaz,Saudi Arabia,12855.0,Right hand Bat,Right arm Medium fast,
fd8038e1,1316844,,Eman Asim,Sweden,12401.0,Right hand Bat,Right arm Medium,
6fea65a0,1046743,,Emanuel Solomon,Israel,6538.0,,,
15e233c9,1331997,,Emanuela Baota,Romania,12166.0,Right hand Bat,Right arm Medium fast,
3ac13a94,1280671,,Emile Rukiriza,Rwanda,12260.0,Right hand Bat,Right arm Offbreak,
5fa7f030,885797,,Emilia Louise Bartram,Italy,8676.0,,,
777f65cd,1403042,Emilia Toro,Emilia Toro,Chile,14029.0,Right-hand bat,,
aa710a58,1148593,,Emilio Nico Gay,England,11061.0,Left hand Bat,Right arm Medium,Batter
a6d06180,788471,,Emily A Leys,Australia,8449.0,Right hand Bat,Left arm Medium,
5532c093,877911,,Emily Ann Woodhouse,England,9782.0,,,
8340be9f,54290,,Emily Cecilia Drumm,New Zealand,1718.0,Right hand Bat,"Right arm Medium, Legbreak",
3e84f2ec,1146121,,Emily Geach,England,,,,
ede7bb67,1130927,,Emily Grace Cunningham,New Zealand,10047.0,Right hand Bat,Right arm Offbreak,
05911fef,678843,,Emily J Smith,Australia,9139.0,Right hand Bat,Right arm Medium,Wicketkeeper
1d7f8759,879375,,Emily Lauren Windsor,England,10118.0,Right hand Bat,Right arm Medium,Batter
78fd864b,874293,,Emily Louise Arlott,England,10280.0,Right hand Bat,Right arm Medium,Bowler
5e03d9d0,380924,,Emily Louise Bailey,New Zealand,8266.0,Right hand Bat,Right arm Offbreak,
de0b7c56,886341,,Emily Mae Edgcombe,England,10767.0,Right hand Bat,Left arm Medium,
473a3b57,380925,,Emily Mary Wilson,New Zealand,5401.0,Right hand Bat,Right arm Medium,
5257e839,1321442,,Emily Merrien,Guernsey,,,,
2044b61e,1095898,,Emily Thorpe,England,,,,
4e6bc859,1323430,,,Turkey,7733.0,Right hand Bat,Right arm Medium fast,
72253cd9,1394089,Emma Brogaard,Emma Bang Brogaard,Denmark,11868.0,Right-hand bat,Right-arm medium,
d2abb394,275577,,Emma Biss,Australia,,Right hand Bat,Right arm Medium,
9908d470,1190978,,Emma Catherine Bargna,Germany,12746.0,Right hand Bat,Right arm Offbreak,
865ff0b2,1196247,,Emma Chance,France,9281.0,Right hand Bat,Right arm Medium,
d0ff93a9,1444599,Emma Moore,Emma Charlotte Bridgeman Moore,Italy,14258.0,Right-hand bat,Right-arm medium,
013faedd,803981,,Emma Christine Nicholson,New Zealand,5965.0,Right hand Bat,Right arm Medium,
2406424c,1184197,,Emma Corney,England,,,,
b0ca6975,268890,,Emma Jane Inglis,Australia,6770.0,Right hand Bat,,
60cb693d,592375,,Emma Jane Parker,New Zealand,10155.0,Right hand Bat,Right arm Offbreak,
2817e17a,1130796,,Emma Jordan Black,New Zealand,11542.0,Right hand Bat,Right arm Medium,
3f8915a0,1365290,Emma Kamara,Emma Kamara,Sierra Leone,14332.0,Right-hand bat,Right-arm medium,
15578501,956155,,Emma Kate Kench,New Zealand,10775.0,,,
ac574559,1314799,,Emma Kate Marlow,England,12520.0,Right hand Bat,Right arm Offbreak,Bowler
437068a1,683359,,Emma Kearney,Australia,7206.0,Right hand Bat,Right arm Medium,
99bc6f9a,1203797,,Emma Leigh Hughes,Australia,11274.0,Right hand Bat,Right arm Medium,Bowler
544f562f,53685,,Emma Liddell,Australia,3741.0,Right hand Bat,Left arm Medium,
e884a0ee,1170061,,Emma Louise Baker,New Zealand,11470.0,Right hand Bat,Right arm Medium,
98a78574,504892,,Emma Louise Carolyn Flanagan,Ireland,7676.0,Right hand Bat,Right arm Offbreak,
2708b41c,382169,,Emma Louise King,Australia,8119.0,Right hand Bat,Right arm Offbreak,Bowler
ecc585f0,1390124,Emma Kirkman,Emma Louise Kirkman,Austria,6145.0,Right-hand bat,,
02181d9a,749957,,Emma Louise Lamb,England,10211.0,Right hand Bat,Right arm Offbreak,Batting Allrounder
5c225840,1148577,,Emma Manix-Geeves,Australia,11181.0,Right hand Bat,Right arm Offbreak,
fecda549,274422,,Emma Maree Campbell,New Zealand,4431.0,Right hand Bat,Legbreak,
2954c820,53609,,Emma Margaret Sampson,Australia,5688.0,Right hand Bat,Right arm Fast medium,Bowler
a394521c,598164,,Emma Marie Fulbrook,New Zealand,10190.0,Right hand Bat,Right arm Medium,
1f1ee021,1351920,Emma McLeod,Emma Mary Amanda McLeod,New Zealand,13235.0,Right-hand bat,Right-arm offbreak,
6e6c769e,1390122,,Emma Miller,Isle of Man,4899.0,Right hand Bat,Right arm Medium,
030a38e0,596607,,Emma Patel,France,13711.0,Right hand Bat,Right arm Medium,
a7c3c366,430847,,Emma Thompson,Australia,,Right hand Bat,Right arm Medium,Batter
4cf60e73,1100812,,Emma Wing Sum Jones,England,11907.0,Right hand Bat,Right arm Medium fast,
5b8826e0,1201485,Emma de Broughe,Emma de Broughe,Australia,11206.0,Right-hand bat,Right-arm medium,
5dfb2dd8,380649,,Emmanuel Akabogu Okwudili,Nigeria,6201.0,Right hand Bat,,
01cb2e52,52424,,Emmanuel Alfred Martindale,West Indies,-21952.0,Right hand Bat,Right arm Fast,
ac0aae9a,1172871,Emmanuel Bruce-Okine,Emmanuel Bruce-Okine,Ghana,,,,
6cedad99,475816,,Emmanuel Bundi Ringera,Kenya,8651.0,Right hand Bat,Right arm Medium fast,Bowler
d89c27d1,346660,,Emmanuel Byiringiro,Rwanda,3239.0,Right hand Bat,Right arm Medium,
d3fcb126,577335,,Emmanuel Hasahya,Uganda,9592.0,Right hand Bat,Right arm Offbreak,
ab591e7d,26143,,Emmanuel Isaneez,Uganda,6202.0,Right hand Bat,Right arm Medium fast,
891de47b,346549,,Emmanuel Kamara,Sierra Leone,5813.0,Right hand Bat,Right arm Medium,
f99a219a,807509,,Emmanuel Sebareme,Rwanda,9483.0,Right hand Bat,Right arm Offbreak,Bowling Allrounder
4c0891bc,252662,,Emmanuel Tembenkosi Dube,Zimbabwe,1097.0,,,
dc04a09c,1307976,Emmanuella Nyaaba,Emmanuella Nyaaba,Ghana,11398.0,Right-hand bat,Right-arm medium-fast,
f2eb0e99,1196234,,Emmanuelle Brelivet,France,5997.0,Right hand Bat,Legbreak,
a428109a,1111786,,Emmerson Carrington,Bermuda,-1432.0,,,
49dcf691,1217287,,Emran Shahbakhsh,Iran,8239.0,Right hand Bat,Right arm Medium,
841d07cc,301635,,Emylia Eliani Mohammad Rahim,Malaysia,5669.0,Right hand Bat,,
2ae9be7f,55878,,Enamul Haque,Bangladesh,-1404.0,Left hand Bat,Slow Left arm Orthodox,Bowler
0480aba6,55882,,Enamul Haque jnr,Bangladesh,6182.0,Right hand Bat,Slow Left arm Orthodox,Bowler
03d70cd8,380624,,Endurance Ofem,Nigeria,4579.0,Right hand Bat,,
3b054892,308687,,Enjo Kiongozi,Tanzania,7390.0,Right hand Bat,Right arm Medium,
3f9783fd,1400098,Enkh-erdene Otgonbayar,Enkh-erdene Otgonbayar,Mongolia,13135.0,Right-hand bat,,
1c366af1,1447964,Enkhbat Batkhuyag,Enkhbat Batkhuyag,Mongolia,13431.0,Right-hand bat,Right-arm medium,
1349b940,1399067,Enkhbold Khaliunaa,Enkhbold Khaliunaa,Mongolia,12359.0,Right-hand bat,,
acaf467d,1400095,Enkhtuvshin Munkhbat,Enkhtuvshin Munkhbat,Mongolia,12411.0,Right-hand bat,,
3c13fc3b,1155519,Enoch Frimpong,Enoch Frimpong,Ghana,14298.0,Right-hand bat,Slow left-arm orthodox,
d2a6c0e6,24598,,Eoin Joseph Gerard Morgan,England,6096.0,Left hand Bat,Right arm Medium,Middle order Batter
aa85c2be,32357,,Erapalli Anantharao Srinivas Prasanna,India,-10816.0,Right hand Bat,Right arm Offbreak,Bowler
657dbd65,1182759,,Eri Iko,Japan,11750.0,Right hand Bat,,
48d34066,651219,,Eri Yamaguchi,Japan,8201.0,Right hand Bat,,Wicketkeeper
44798536,47005,,Eric Alfred Burchell Rowan,South Africa,-22080.0,Right hand Bat,Legbreak,
